ID	GENE_COORD	GENE_NAME	BIOMART	OG
Medtr7g069740	Mtrunc_chr7:25713741-25715739	Medtr7g069740	MTR_7g069740	OG0015635
Medtr7g069750	Mtrunc_chr7:25718502-25720322	Medtr7g069750	MTR_7g069750	OG0005370
Medtr7g069785	Mtrunc_chr7:25728454-25729980	Medtr7g069785	MTR_7g069785	OG0027978
Medtr7g069800	Mtrunc_chr7:25732646-25733806	Medtr7g069800	MTR_7g069800	OG0014619
Medtr7g069820	Mtrunc_chr7:25740350-25741507	Medtr7g069820	MTR_7g069820	OG0014619
Medtr7g069830	Mtrunc_chr7:25744889-25745113	Medtr7g069830	MTR_7g069830	OG0004123
Medtr7g069840	Mtrunc_chr7:25746529-25747542	Medtr7g069840	MTR_7g069840	OG0014619
Medtr7g069850	Mtrunc_chr7:25755091-25756191	Medtr7g069850	MTR_7g069850	OG0014619
Medtr7g069870	Mtrunc_chr7:25763038-25764192	Medtr7g069870	MTR_7g069870	OG0014619
Medtr7g069890	Mtrunc_chr7:25771238-25771626	Medtr7g069890	MTR_7g069890	OG0004123
Medtr7g069930	Mtrunc_chr7:25781437-25782731	Medtr7g069930	MTR_7g069930	OG0016061
Medtr7g069950	Mtrunc_chr7:25785063-25788014	Medtr7g069950	MTR_7g069950	OG0001197
Medtr7g069960	Mtrunc_chr7:25788405-25789359	Medtr7g069960	MTR_7g069960	OG0000881
Medtr7g069970	Mtrunc_chr7:25790677-25791467	Medtr7g069970	MTR_7g069970	OG0019672
Medtr7g069980	Mtrunc_chr7:25791891-25794819	Medtr7g069980	MTR_7g069980	OG0001134
Medtr7g069990	Mtrunc_chr7:25796079-25796306	Medtr7g069990	MTR_7g069990	OG0028685
Medtr7g070000	Mtrunc_chr7:25796361-25799301	Medtr7g070000	MTR_7g070000	OG0003225
Medtr7g070010	Mtrunc_chr7:25800090-25800380	Medtr7g070010	MTR_7g070010	OG0002883
Medtr7g070020	Mtrunc_chr7:25802562-25804678	Medtr7g070020	MTR_7g070020	OG0017816
Medtr7g070030	Mtrunc_chr7:25806011-25806349	Medtr7g070030	MTR_7g070030	OG0020417
Medtr7g070050	Mtrunc_chr7:25811679-25813033	Medtr7g070050	MTR_7g070050	OG0001604
Medtr7g070060	Mtrunc_chr7:25821486-25824933	Medtr7g070060	MTR_7g070060	OG0002955
Medtr7g070070	Mtrunc_chr7:25825525-25826277	Medtr7g070070	MTR_7g070070	OG0004687
Medtr7g070090	Mtrunc_chr7:25832909-25833171	Medtr7g070090	MTR_7g070090	OG0028686
Medtr7g070100	Mtrunc_chr7:25836944-25838045	Medtr7g070100	MTR_7g070100	OG0002139
Medtr7g070110	Mtrunc_chr7:25839441-25839939	Medtr7g070110	MTR_7g070110	OG0000505
Medtr7g070125	Mtrunc_chr7:25847141-25847478	Medtr7g070125	MTR_7g070125	OG0028686
Medtr7g070140	Mtrunc_chr7:25851047-25851665	Medtr7g070140	MTR_7g070140	OG0001745
Medtr7g070150	Mtrunc_chr7:25851784-25852151	Medtr7g070150	MTR_7g070150	OG0010232
Medtr7g070160	Mtrunc_chr7:25859288-25859530	Medtr7g070160	MTR_7g070160	OG0015842
Medtr7g070170	Mtrunc_chr7:25861942-25862313	Medtr7g070170	MTR_7g070170	OG0014600
Medtr7g070200	Mtrunc_chr7:25881128-25886084	Medtr7g070200	MTR_7g070200	OG0007323
Medtr7g070210	Mtrunc_chr7:25888335-25894559	Medtr7g070210	MTR_7g070210	OG0010507
Medtr7g070240	Mtrunc_chr7:25906925-25917323	Medtr7g070240	MTR_7g070240	OG0010736
Medtr7g070250	Mtrunc_chr7:25917861-25920322	Medtr7g070250	MTR_7g070250	OG0004564
Medtr7g070280	Mtrunc_chr7:25934408-25940277	Medtr7g070280	MTR_7g070280	OG0009710
Medtr7g070290	Mtrunc_chr7:25945232-25947085	Medtr7g070290	MTR_7g070290	OG0004086
Medtr7g070300	Mtrunc_chr7:25951345-25952322	Medtr7g070300	MTR_7g070300	OG0004086
Medtr7g070320	Mtrunc_chr7:25955660-25961432	Medtr7g070320	MTR_7g070320	OG0017894
Medtr7g070350	Mtrunc_chr7:25974086-25976215	Medtr7g070350	MTR_7g070350	OG0002069
Medtr7g070360	Mtrunc_chr7:25978624-25978981	Medtr7g070360	MTR_7g070360	OG0003325
Medtr7g070390	Mtrunc_chr7:25985046-25985861	Medtr7g070390	MTR_7g070390	OG0000131
Medtr7g070410	Mtrunc_chr7:25992249-25993366	Medtr7g070410	MTR_7g070410	NA
Medtr7g070420	Mtrunc_chr7:25994193-25997035	Medtr7g070420	MTR_7g070420	OG0011275
Medtr7g070440	Mtrunc_chr7:26002830-26003951	Medtr7g070440	MTR_7g070440	OG0000029
Medtr7g070450	Mtrunc_chr7:26005861-26006253	Medtr7g070450	MTR_7g070450	NA
Medtr7g070470	Mtrunc_chr7:26017433-26017651	Medtr7g070470	MTR_7g070470	OG0000887
Medtr7g070480	Mtrunc_chr7:26018713-26021238	Medtr7g070480	MTR_7g070480	OG0009485
Medtr7g070500	Mtrunc_chr7:26029355-26032258	Medtr7g070500	MTR_7g070500	OG0013724
Medtr7g070510	Mtrunc_chr7:26032600-26035783	Medtr7g070510	MTR_7g070510	OG0007407
Medtr7g070530	Mtrunc_chr7:26045559-26047730	Medtr7g070530	MTR_7g070530	OG0004122
Medtr7g470590	Mtrunc_chr7:26082342-26082722	Medtr7g470590	MTR_7g470590	OG0002141
Medtr7g470610	Mtrunc_chr7:26087768-26088704	Medtr7g470610	MTR_7g470610	OG0002141
Medtr7g070560	Mtrunc_chr7:26098326-26098582	Medtr7g070560	MTR_7g070560	OG0002000
Medtr7g070570	Mtrunc_chr7:26106075-26106509	Medtr7g070570	MTR_7g070570	OG0002141
Medtr7g070583	Mtrunc_chr7:26111556-26112492	Medtr7g070583	MTR_7g070583	OG0002141
Medtr7g070593	Mtrunc_chr7:26121250-26121485	Medtr7g070593	MTR_7g070593	OG0002141
Medtr7g070610	Mtrunc_chr7:26128173-26129675	Medtr7g070610	MTR_7g070610	OG0002141
Medtr7g070630	Mtrunc_chr7:26138038-26139402	Medtr7g070630	MTR_7g070630	OG0001102
Medtr7g070643	Mtrunc_chr7:26145412-26146440	Medtr7g070643	MTR_7g070643	OG0023007
Medtr7g070645	Mtrunc_chr7:26147649-26147928	Medtr7g070645	MTR_7g070645	OG0002000
Medtr7g070660	Mtrunc_chr7:26154623-26157434	Medtr7g070660	MTR_7g070660	OG0002141
Medtr7g070670	Mtrunc_chr7:26158010-26159028	Medtr7g070670	MTR_7g070670	OG0002569
Medtr7g070690	Mtrunc_chr7:26161036-26161266	Medtr7g070690	MTR_7g070690	OG0000350
Medtr7g070710	Mtrunc_chr7:26164593-26167192	Medtr7g070710	MTR_7g070710	OG0007122
Medtr7g070715	Mtrunc_chr7:26167643-26168942	Medtr7g070715	MTR_7g070715	OG0000012
Medtr7g070740	Mtrunc_chr7:26178520-26180679	Medtr7g070740	MTR_7g070740	OG0002141
Medtr7g070750	Mtrunc_chr7:26183194-26184192	Medtr7g070750	MTR_7g070750	OG0000069
Medtr7g070760	Mtrunc_chr7:26186409-26187119	Medtr7g070760	MTR_7g070760	OG0002141
Medtr7g070780	Mtrunc_chr7:26190773-26192643	Medtr7g070780	MTR_7g070780	OG0002141
Medtr7g070790	Mtrunc_chr7:26199501-26199824	Medtr7g070790	MTR_7g070790	OG0028034
Medtr7g070800	Mtrunc_chr7:26203521-26205009	Medtr7g070800	MTR_7g070800	OG0002141
Medtr7g070810	Mtrunc_chr7:26207053-26208516	Medtr7g070810	MTR_7g070810	OG0002141
Medtr7g070830	Mtrunc_chr7:26216985-26218253	Medtr7g070830	MTR_7g070830	OG0000029
Medtr7g070860	Mtrunc_chr7:26223156-26224633	Medtr7g070860	MTR_7g070860	OG0002141
Medtr7g070870	Mtrunc_chr7:26226485-26228070	Medtr7g070870	MTR_7g070870	OG0002141
Medtr7g070880	Mtrunc_chr7:26229235-26230503	Medtr7g070880	MTR_7g070880	OG0000029
Medtr7g070900	Mtrunc_chr7:26235927-26239198	Medtr7g070900	MTR_7g070900	OG0000029
Medtr7g070905	Mtrunc_chr7:26239808-26240065	Medtr7g070905	MTR_7g070905	OG0000228
Medtr7g070910	Mtrunc_chr7:26241970-26243702	Medtr7g070910	MTR_7g070910	OG0002141
Medtr7g070930	Mtrunc_chr7:26250403-26252249	Medtr7g070930	MTR_7g070930	OG0002141
Medtr7g070937	Mtrunc_chr7:26255513-26257771	Medtr7g070937	MTR_7g070937	OG0000029
Medtr7g070940	Mtrunc_chr7:26259279-26261446	Medtr7g070940	MTR_7g070940	OG0002141
Medtr7g070985	Mtrunc_chr7:26276850-26277773	Medtr7g070985	MTR_7g070985	OG0000320
Medtr7g070995	Mtrunc_chr7:26278325-26278801	Medtr7g070995	MTR_7g070995	OG0002141
Medtr7g071010	Mtrunc_chr7:26281923-26283532	Medtr7g071010	MTR_7g071010	OG0028561
Medtr7g071030	Mtrunc_chr7:26289130-26290212	Medtr7g071030	MTR_7g071030	OG0011528
Medtr7g071037	Mtrunc_chr7:26294511-26295066	Medtr7g071037	MTR_7g071037	OG0006428
Medtr7g071040	Mtrunc_chr7:26297039-26298593	Medtr7g071040	MTR_7g071040	OG0002141
Medtr7g071050	Mtrunc_chr7:26301417-26302940	Medtr7g071050	MTR_7g071050	OG0002141
Medtr7g071103	Mtrunc_chr7:26321625-26323055	Medtr7g071103	MTR_7g071103	OG0000320
Medtr7g071110	Mtrunc_chr7:26328733-26330721	Medtr7g071110	MTR_7g071110	OG0005984
Medtr7g071120	Mtrunc_chr7:26331107-26333946	Medtr7g071120	MTR_7g071120	OG0001527
Medtr7g071130	Mtrunc_chr7:26335319-26336251	Medtr7g071130	MTR_7g071130	OG0018017
Medtr7g071200	Mtrunc_chr7:26370140-26370358	Medtr7g071200	MTR_7g071200	OG0000307
Medtr7g071210	Mtrunc_chr7:26375256-26379874	Medtr7g071210	MTR_7g071210	OG0003149
Medtr7g071220	Mtrunc_chr7:26384649-26385103	Medtr7g071220	MTR_7g071220	OG0007126
Medtr7g071310	Mtrunc_chr7:26410064-26410521	Medtr7g071310	MTR_7g071310	OG0000030
Medtr7g071315	Mtrunc_chr7:26413317-26413532	Medtr7g071315	MTR_7g071315	OG0000030
Medtr7g071330	Mtrunc_chr7:26418939-26420501	Medtr7g071330	MTR_7g071330	OG0000606
Medtr7g071340	Mtrunc_chr7:26421508-26421804	Medtr7g071340	MTR_7g071340	OG0028144
Medtr7g071345	Mtrunc_chr7:26422566-26423090	Medtr7g071345	MTR_7g071345	OG0000030
Medtr7g071385	Mtrunc_chr7:26447578-26448198	Medtr7g071385	MTR_7g071385	OG0000030
Medtr7g071440	Mtrunc_chr7:26462014-26469401	Medtr7g071440	MTR_7g071440	OG0004908
Medtr7g071570	Mtrunc_chr7:26528325-26528855	Medtr7g071570	MTR_7g071570	OG0019719
Medtr7g071670	Mtrunc_chr7:26561902-26563118	Medtr7g071670	MTR_7g071670	OG0000228
Medtr7g071680	Mtrunc_chr7:26563673-26565284	Medtr7g071680	MTR_7g071680	OG0005005
Medtr7g071690	Mtrunc_chr7:26570812-26572099	Medtr7g071690	MTR_7g071690	OG0007126
Medtr7g071695	Mtrunc_chr7:26576442-26576891	Medtr7g071695	MTR_7g071695	OG0007126
Medtr7g071710	Mtrunc_chr7:26582744-26583217	Medtr7g071710	MTR_7g071710	OG0000619
Medtr7g071720	Mtrunc_chr7:26584299-26585079	Medtr7g071720	MTR_7g071720	OG0007126
Medtr7g071585	Mtrunc_chr7:26605769-26606062	Medtr7g071585	MTR_7g071585	OG0000030
Medtr7g071760	Mtrunc_chr7:26613612-26614361	Medtr7g071760	MTR_7g071760	OG0002399
Medtr7g071780	Mtrunc_chr7:26621985-26622743	Medtr7g071780	MTR_7g071780	OG0004787
Medtr7g071790	Mtrunc_chr7:26628624-26629267	Medtr7g071790	MTR_7g071790	OG0002399
Medtr7g071820	Mtrunc_chr7:26637118-26637807	Medtr7g071820	MTR_7g071820	OG0002399
Medtr7g071840	Mtrunc_chr7:26649175-26649936	Medtr7g071840	MTR_7g071840	OG0002399
Medtr7g071850	Mtrunc_chr7:26651422-26652131	Medtr7g071850	MTR_7g071850	OG0001591
Medtr7g071873	Mtrunc_chr7:26671674-26673105	Medtr7g071873	MTR_7g071873	OG0000320
Medtr7g071883	Mtrunc_chr7:26682487-26686351	Medtr7g071883	MTR_7g071883	OG0007979
Medtr7g071925	Mtrunc_chr7:26698124-26699971	Medtr7g071925	MTR_7g071925	OG0002120
Medtr7g071930	Mtrunc_chr7:26700144-26700572	Medtr7g071930	MTR_7g071930	OG0006428
Medtr7g071940	Mtrunc_chr7:26705250-26709086	Medtr7g071940	MTR_7g071940	OG0000532
Medtr7g071970	Mtrunc_chr7:26716633-26717220	Medtr7g071970	MTR_7g071970	OG0002399
Medtr7g071975	Mtrunc_chr7:26719855-26720813	Medtr7g071975	MTR_7g071975	OG0014117
Medtr7g071990	Mtrunc_chr7:26724110-26735511	Medtr7g071990	MTR_7g071990	OG0013169
Medtr7g072000	Mtrunc_chr7:26737457-26742932	Medtr7g072000	MTR_7g072000	OG0002111
Medtr7g072030	Mtrunc_chr7:26754037-26754883	Medtr7g072030	MTR_7g072030	OG0000042
Medtr7g072070	Mtrunc_chr7:26778389-26781971	Medtr7g072070	MTR_7g072070	OG0007299
Medtr7g072120	Mtrunc_chr7:26795170-26797004	Medtr7g072120	MTR_7g072120	OG0000619
Medtr7g072140	Mtrunc_chr7:26800151-26801873	Medtr7g072140	MTR_7g072140	OG0000619
Medtr7g072170	Mtrunc_chr7:26805158-26808002	Medtr7g072170	MTR_7g072170	OG0000619
Medtr7g072180	Mtrunc_chr7:26809724-26809982	Medtr7g072180	MTR_7g072180	OG0015214
Medtr7g072210	Mtrunc_chr7:26814273-26815427	Medtr7g072210	MTR_7g072210	OG0000330
Medtr7g072230	Mtrunc_chr7:26817048-26818050	Medtr7g072230	MTR_7g072230	OG0005218
Medtr7g072250	Mtrunc_chr7:26824094-26831479	Medtr7g072250	MTR_7g072250	OG0000619
Medtr7g072270	Mtrunc_chr7:26835816-26838300	Medtr7g072270	MTR_7g072270	OG0000619
Medtr7g072310	Mtrunc_chr7:26846469-26852527	Medtr7g072310	MTR_7g072310	OG0006587
Medtr7g072330	Mtrunc_chr7:26857318-26871392	Medtr7g072330	MTR_7g072330	OG0004989
Medtr7g072350	Mtrunc_chr7:26879308-26881537	Medtr7g072350	MTR_7g072350	OG0007387
Medtr7g072360	Mtrunc_chr7:26882621-26883801	Medtr7g072360	MTR_7g072360	OG0020486
Medtr7g072370	Mtrunc_chr7:26884331-26884519	Medtr7g072370	MTR_7g072370	OG0020486
Medtr7g072380	Mtrunc_chr7:26885115-26885570	Medtr7g072380	MTR_7g072380	OG0020486
Medtr7g072390	Mtrunc_chr7:26885979-26886226	Medtr7g072390	MTR_7g072390	OG0020486
Medtr7g072410	Mtrunc_chr7:26888474-26894031	Medtr7g072410	MTR_7g072410	OG0005352
Medtr7g072420	Mtrunc_chr7:26894982-26902387	Medtr7g072420	MTR_7g072420	OG0004462
Medtr7g072450	Mtrunc_chr7:26926368-26926550	Medtr7g072450	MTR_7g072450	OG0001393
Medtr7g072460	Mtrunc_chr7:26934765-26936935	Medtr7g072460	MTR_7g072460	OG0012006
Medtr7g072470	Mtrunc_chr7:26944601-26947376	Medtr7g072470	MTR_7g072470	OG0002829
Medtr7g072480	Mtrunc_chr7:26949950-26952340	Medtr7g072480	MTR_7g072480	OG0000080
Medtr7g072500	Mtrunc_chr7:26957632-26957859	Medtr7g072500	MTR_7g072500	OG0000606
Medtr7g072510	Mtrunc_chr7:26959446-26962343	Medtr7g072510	MTR_7g072510	OG0000080
Medtr7g072520	Mtrunc_chr7:26964602-26969679	Medtr7g072520	MTR_7g072520	OG0004909
Medtr7g072540	Mtrunc_chr7:26975883-26977102	Medtr7g072540	MTR_7g072540	OG0001287
Medtr7g072550	Mtrunc_chr7:26985106-26988340	Medtr7g072550	MTR_7g072550	OG0002830
Medtr7g072560	Mtrunc_chr7:26990065-26995299	Medtr7g072560	MTR_7g072560	OG0003794
Medtr7g072575	Mtrunc_chr7:27004942-27008240	Medtr7g072575	MTR_7g072575	OG0000670
Medtr7g072580	Mtrunc_chr7:27011311-27016034	Medtr7g072580	MTR_7g072580	OG0003679
Medtr7g072590	Mtrunc_chr7:27022942-27026299	Medtr7g072590	MTR_7g072590	OG0004909
Medtr7g072605	Mtrunc_chr7:27042615-27044329	Medtr7g072605	MTR_7g072605	OG0001426
Medtr7g072610	Mtrunc_chr7:27046064-27046639	Medtr7g072610	MTR_7g072610	OG0013692
Medtr7g072625	Mtrunc_chr7:27062642-27062869	Medtr7g072625	MTR_7g072625	OG0005829
Medtr7g072630	Mtrunc_chr7:27064970-27066611	Medtr7g072630	MTR_7g072630	OG0001004
Medtr7g072635	Mtrunc_chr7:27081967-27085879	Medtr7g072635	MTR_7g072635	OG0008215
Medtr7g072640	Mtrunc_chr7:27090450-27094193	Medtr7g072640	MTR_7g072640	OG0000141
Medtr7g072680	Mtrunc_chr7:27111393-27116335	Medtr7g072680	MTR_7g072680	OG0010452
Medtr7g072690	Mtrunc_chr7:27116918-27117109	Medtr7g072690	MTR_7g072690	OG0023040
Medtr7g072710	Mtrunc_chr7:27120558-27125080	Medtr7g072710	MTR_7g072710	OG0011964
Medtr7g072730	Mtrunc_chr7:27134096-27135394	Medtr7g072730	MTR_7g072730	OG0005827
Medtr7g072760	Mtrunc_chr7:27147106-27148725	Medtr7g072760	MTR_7g072760	OG0005827
Medtr7g072770	Mtrunc_chr7:27149661-27149984	Medtr7g072770	MTR_7g072770	OG0014633
Medtr7g072810	Mtrunc_chr7:27158009-27158386	Medtr7g072810	MTR_7g072810	OG0005827
Medtr7g072820	Mtrunc_chr7:27161070-27161516	Medtr7g072820	MTR_7g072820	OG0022976
Medtr7g072830	Mtrunc_chr7:27165549-27166530	Medtr7g072830	MTR_7g072830	OG0005827
Medtr7g072860	Mtrunc_chr7:27184110-27187851	Medtr7g072860	MTR_7g072860	OG0000141
Medtr7g072870	Mtrunc_chr7:27193120-27196086	Medtr7g072870	MTR_7g072870	OG0008215
Medtr7g072875	Mtrunc_chr7:27212091-27215610	Medtr7g072875	MTR_7g072875	OG0001004
Medtr7g072900	Mtrunc_chr7:27220239-27220592	Medtr7g072900	MTR_7g072900	OG0005827
Medtr7g072930	Mtrunc_chr7:27227863-27228312	Medtr7g072930	MTR_7g072930	OG0005827
Medtr7g072960	Mtrunc_chr7:27235957-27236400	Medtr7g072960	MTR_7g072960	OG0005827
Medtr7g072980	Mtrunc_chr7:27243112-27243531	Medtr7g072980	MTR_7g072980	OG0005827
Medtr7g072987	Mtrunc_chr7:27246058-27246549	Medtr7g072987	MTR_7g072987	OG0005827
Medtr7g072993	Mtrunc_chr7:27249081-27249494	Medtr7g072993	MTR_7g072993	OG0005827
Medtr7g073030	Mtrunc_chr7:27271590-27272195	Medtr7g073030	MTR_7g073030	OG0005827
Medtr7g073060	Mtrunc_chr7:27281652-27282407	Medtr7g073060	MTR_7g073060	OG0005827
Medtr7g073070	Mtrunc_chr7:27283957-27286235	Medtr7g073070	MTR_7g073070	OG0014132
Medtr7g073075	Mtrunc_chr7:27287545-27288034	Medtr7g073075	MTR_7g073075	OG0023263
Medtr7g073085	Mtrunc_chr7:27289265-27290270	Medtr7g073085	MTR_7g073085	OG0005831
Medtr7g073100	Mtrunc_chr7:27296169-27296615	Medtr7g073100	MTR_7g073100	OG0005827
Medtr7g073110	Mtrunc_chr7:27297391-27297774	Medtr7g073110	MTR_7g073110	OG0010240
Medtr7g073120	Mtrunc_chr7:27301541-27302002	Medtr7g073120	MTR_7g073120	OG0005827
Medtr7g073130	Mtrunc_chr7:27304401-27304784	Medtr7g073130	MTR_7g073130	OG0005827
Medtr7g073140	Mtrunc_chr7:27306770-27307036	Medtr7g073140	MTR_7g073140	OG0007125
Medtr7g073150	Mtrunc_chr7:27312621-27313022	Medtr7g073150	MTR_7g073150	OG0005827
Medtr7g073160	Mtrunc_chr7:27316685-27318182	Medtr7g073160	MTR_7g073160	OG0001393
Medtr7g073170	Mtrunc_chr7:27322859-27323614	Medtr7g073170	MTR_7g073170	OG0005827
Medtr7g073200	Mtrunc_chr7:27331343-27332974	Medtr7g073200	MTR_7g073200	OG0001399
Medtr7g073230	Mtrunc_chr7:27342329-27346664	Medtr7g073230	MTR_7g073230	OG0007592
Medtr7g073240	Mtrunc_chr7:27348945-27351576	Medtr7g073240	MTR_7g073240	OG0008908
Medtr7g073250	Mtrunc_chr7:27354652-27359319	Medtr7g073250	MTR_7g073250	OG0007593
Medtr7g073260	Mtrunc_chr7:27360390-27362299	Medtr7g073260	MTR_7g073260	OG0014992
Medtr7g073270	Mtrunc_chr7:27363570-27364004	Medtr7g073270	MTR_7g073270	OG0015065
Medtr7g073280	Mtrunc_chr7:27366686-27373900	Medtr7g073280	MTR_7g073280	OG0005006
Medtr7g073290	Mtrunc_chr7:27377148-27380692	Medtr7g073290	MTR_7g073290	OG0003108
Medtr7g073320	Mtrunc_chr7:27388380-27389229	Medtr7g073320	MTR_7g073320	OG0004988
Medtr7g073340	Mtrunc_chr7:27402091-27407388	Medtr7g073340	MTR_7g073340	OG0007300
Medtr7g073350	Mtrunc_chr7:27409432-27415492	Medtr7g073350	MTR_7g073350	OG0000827
Medtr7g073370	Mtrunc_chr7:27422638-27424221	Medtr7g073370	MTR_7g073370	OG0010566
Medtr7g073380	Mtrunc_chr7:27429632-27431618	Medtr7g073380	MTR_7g073380	OG0001024
Medtr7g073405	Mtrunc_chr7:27439453-27441480	Medtr7g073405	MTR_7g073405	OG0028106
Medtr7g073420	Mtrunc_chr7:27445766-27445942	Medtr7g073420	MTR_7g073420	OG0027990
Medtr7g073430	Mtrunc_chr7:27446910-27449551	Medtr7g073430	MTR_7g073430	OG0001024
Medtr7g073480	Mtrunc_chr7:27463405-27468750	Medtr7g073480	MTR_7g073480	OG0012780
Medtr7g073500	Mtrunc_chr7:27473665-27474896	Medtr7g073500	MTR_7g073500	OG0011962
Medtr7g073510	Mtrunc_chr7:27475953-27482647	Medtr7g073510	MTR_7g073510	OG0007301
Medtr7g073520	Mtrunc_chr7:27486132-27489783	Medtr7g073520	MTR_7g073520	OG0006204
Medtr7g073530	Mtrunc_chr7:27490423-27493781	Medtr7g073530	MTR_7g073530	OG0007406
Medtr7g073540	Mtrunc_chr7:27495097-27496312	Medtr7g073540	MTR_7g073540	OG0028687
Medtr7g073550	Mtrunc_chr7:27496503-27499523	Medtr7g073550	MTR_7g073550	OG0004988
Medtr7g073560	Mtrunc_chr7:27499648-27500439	Medtr7g073560	MTR_7g073560	OG0007406
Medtr7g073570	Mtrunc_chr7:27505240-27506542	Medtr7g073570	MTR_7g073570	OG0000041
Medtr7g073580	Mtrunc_chr7:27507572-27508548	Medtr7g073580	MTR_7g073580	OG0028687
Medtr7g073590	Mtrunc_chr7:27510904-27512450	Medtr7g073590	MTR_7g073590	OG0028688
Medtr7g073600	Mtrunc_chr7:27513493-27514041	Medtr7g073600	MTR_7g073600	OG0011543
Medtr7g073610	Mtrunc_chr7:27514440-27515231	Medtr7g073610	MTR_7g073610	OG0007406
Medtr7g073620	Mtrunc_chr7:27518104-27520306	Medtr7g073620	MTR_7g073620	OG0004988
Medtr7g073640	Mtrunc_chr7:27524689-27527977	Medtr7g073640	MTR_7g073640	OG0001178
Medtr7g073650	Mtrunc_chr7:27530187-27533875	Medtr7g073650	MTR_7g073650	OG0001178
Medtr7g073660	Mtrunc_chr7:27536996-27540655	Medtr7g073660	MTR_7g073660	OG0004565
Medtr7g073680	Mtrunc_chr7:27546525-27551391	Medtr7g073680	MTR_7g073680	OG0004644
Medtr7g073690	Mtrunc_chr7:27570761-27575338	Medtr7g073690	MTR_7g073690	OG0004755
Medtr7g073700	Mtrunc_chr7:27577300-27585542	Medtr7g073700	MTR_7g073700	OG0008216
Medtr7g073710	Mtrunc_chr7:27586015-27588341	Medtr7g073710	MTR_7g073710	NA
Medtr7g073720	Mtrunc_chr7:27590526-27594597	Medtr7g073720	MTR_7g073720	OG0007594
Medtr7g073970	Mtrunc_chr7:27603078-27606912	Medtr7g073970	MTR_7g073970	OG0006079
Medtr7g073980	Mtrunc_chr7:27607868-27610820	Medtr7g073980	MTR_7g073980	OG0007595
Medtr7g073990	Mtrunc_chr7:27613857-27617487	Medtr7g073990	MTR_7g073990	OG0011116
Medtr7g074010	Mtrunc_chr7:27624096-27633356	Medtr7g074010	MTR_7g074010	OG0000866
Medtr7g074020	Mtrunc_chr7:27634965-27638007	Medtr7g074020	MTR_7g074020	OG0005542
Medtr7g074040	Mtrunc_chr7:27639852-27642151	Medtr7g074040	MTR_7g074040	OG0008827
Medtr7g074060	Mtrunc_chr7:27645548-27650883	Medtr7g074060	MTR_7g074060	OG0009711
Medtr7g074070	Mtrunc_chr7:27652960-27655007	Medtr7g074070	MTR_7g074070	OG0004645
Medtr7g074083	Mtrunc_chr7:27663264-27664082	Medtr7g074083	MTR_7g074083	OG0023211
Medtr7g074090	Mtrunc_chr7:27668210-27670468	Medtr7g074090	MTR_7g074090	OG0004645
Medtr7g074100	Mtrunc_chr7:27671597-27677743	Medtr7g074100	MTR_7g074100	OG0002544
Medtr7g074120	Mtrunc_chr7:27685110-27687458	Medtr7g074120	MTR_7g074120	OG0005097
Medtr7g074140	Mtrunc_chr7:27693298-27698469	Medtr7g074140	MTR_7g074140	OG0002397
Medtr7g074150	Mtrunc_chr7:27699339-27702510	Medtr7g074150	MTR_7g074150	OG0002756
Medtr7g074170	Mtrunc_chr7:27708213-27711255	Medtr7g074170	MTR_7g074170	OG0006691
Medtr7g074180	Mtrunc_chr7:27714488-27716042	Medtr7g074180	MTR_7g074180	OG0000505
Medtr7g074190	Mtrunc_chr7:27717476-27722273	Medtr7g074190	MTR_7g074190	OG0010658
Medtr7g074220	Mtrunc_chr7:27730287-27732041	Medtr7g074220	MTR_7g074220	OG0015037
Medtr7g074240	Mtrunc_chr7:27739752-27741547	Medtr7g074240	MTR_7g074240	OG0004093
Medtr7g074250	Mtrunc_chr7:27750890-27752015	Medtr7g074250	MTR_7g074250	OG0007417
Medtr7g074260	Mtrunc_chr7:27755148-27756016	Medtr7g074260	MTR_7g074260	OG0000157
Medtr7g074290	Mtrunc_chr7:27762202-27771907	Medtr7g074290	MTR_7g074290	OG0013501
Medtr7g074340	Mtrunc_chr7:27786098-27786586	Medtr7g074340	MTR_7g074340	OG0005355
Medtr7g074350	Mtrunc_chr7:27789254-27789742	Medtr7g074350	MTR_7g074350	OG0005355
Medtr7g074360	Mtrunc_chr7:27792432-27792943	Medtr7g074360	MTR_7g074360	OG0005355
Medtr7g074410	Mtrunc_chr7:27805516-27807324	Medtr7g074410	MTR_7g074410	OG0015166
Medtr7g074430	Mtrunc_chr7:27812967-27815063	Medtr7g074430	MTR_7g074430	OG0015166
Medtr7g074450	Mtrunc_chr7:27820007-27826979	Medtr7g074450	MTR_7g074450	OG0002721
Medtr7g074470	Mtrunc_chr7:27832868-27833510	Medtr7g074470	MTR_7g074470	NA
Medtr7g074480	Mtrunc_chr7:27834542-27835049	Medtr7g074480	MTR_7g074480	OG0001639
Medtr7g074520	Mtrunc_chr7:27844656-27844856	Medtr7g074520	MTR_7g074520	NA
Medtr7g074540	Mtrunc_chr7:27848759-27849364	Medtr7g074540	MTR_7g074540	OG0015850
Medtr7g074570	Mtrunc_chr7:27859908-27864779	Medtr7g074570	MTR_7g074570	OG0002811
Medtr7g074610	Mtrunc_chr7:27882110-27885570	Medtr7g074610	MTR_7g074610	OG0001679
