ID	GENE_COORD	TAIR	GENE_NAME	OG
gene-AT1G66100	Athal_NC_003070.9:24605538-24606722	AT1G66100	AT1G66100	OG0000798
gene-AT1G66110	Athal_NC_003070.9:24609094-24610369	AT1G66110	AT1G66110	OG0018767
gene-AT1G66120	Athal_NC_003070.9:24612620-24614805	AT1G66120	AAE11	OG0001042
gene-AT1G66130	Athal_NC_003070.9:24614817-24616960	AT1G66130	AT1G66130	OG0001274
gene-AT1G66140	Athal_NC_003070.9:24619830-24622117	AT1G66140	ZFP4	OG0002377
gene-AT1G66145	Athal_NC_003070.9:24628530-24628835	AT1G66145	CLE18	OG0024901
gene-AT1G66150	Athal_NC_003070.9:24631338-24634781	AT1G66150	TMK1	OG0002542
gene-AT1G66160	Athal_NC_003070.9:24637196-24638608	AT1G66160	CMPG1	OG0001190
gene-AT1G66170	Athal_NC_003070.9:24638685-24641494	AT1G66170	MMD1	OG0004907
gene-AT1G66180	Athal_NC_003070.9:24647121-24648839	AT1G66180	AT1G66180	OG0006542
gene-AT1G66190	Athal_NC_003070.9:24652741-24653998	AT1G66190	AT1G66190	OG0006543
gene-AT1G66200	Athal_NC_003070.9:24655115-24657703	AT1G66200	GSR2	OG0000322
gene-AT1G66210	Athal_NC_003070.9:24665538-24668850	AT1G66210	AT1G66210	OG0018467
gene-AT1G66220	Athal_NC_003070.9:24670536-24673661	AT1G66220	AT1G66220	OG0000390
gene-AT1G66230	Athal_NC_003070.9:24677121-24678580	AT1G66230	MYB20	OG0000649
gene-AT1G66235	Athal_NC_003070.9:24682907-24683996	AT1G66235	AT1G66235	OG0015321
gene-AT1G66240	Athal_NC_003070.9:24686114-24687417	AT1G66240	ATX1	OG0000548
gene-AT1G66245	Athal_NC_003070.9:24690444-24691307	AT1G66245	AT1G66245	OG0018466
gene-AT1G66250	Athal_NC_003070.9:24692799-24695660	AT1G66250	AT1G66250	OG0002718
gene-AT1G66260	Athal_NC_003070.9:24695646-24698914	AT1G66260	AT1G66260	OG0004423
gene-AT1G66270	Athal_NC_003070.9:24699868-24703166	AT1G66270	BGLU21	OG0011801
gene-AT1G66280	Athal_NC_003070.9:24706512-24709996	AT1G66280	BGLU22	OG0011801
gene-AT1G66290	Athal_NC_003070.9:24713306-24714843	AT1G66290	AT1G66290	OG0000033
gene-AT1G66300	Athal_NC_003070.9:24716305-24718050	AT1G66300	AT1G66300	OG0000033
gene-AT1G66310	Athal_NC_003070.9:24722971-24724475	AT1G66310	AT1G66310	OG0000033
gene-AT1G66320	Athal_NC_003070.9:24726812-24728637	AT1G66320	AT1G66320	OG0000033
gene-AT1G66330	Athal_NC_003070.9:24729629-24732575	AT1G66330	AT1G66330	OG0011800
gene-AT1G66340	Athal_NC_003070.9:24734162-24737756	AT1G66340	ETR1	OG0002509
gene-AT1G66345	Athal_NC_003070.9:24737719-24739353	AT1G66345	AT1G66345	OG0012992
gene-AT1G66350	Athal_NC_003070.9:24748105-24750186	AT1G66350	RGL1	OG0001065
gene-AT1G66360	Athal_NC_003070.9:24751310-24752834	AT1G66360	AT1G66360	OG0000305
gene-AT1G66370	Athal_NC_003070.9:24753589-24754761	AT1G66370	MYB113	OG0000438
gene-AT1G66380	Athal_NC_003070.9:24757298-24758935	AT1G66380	MYB114	OG0000438
gene-AT1G66390	Athal_NC_003070.9:24763941-24765541	AT1G66390	MYB90	OG0000438
gene-AT1G66400	Athal_NC_003070.9:24770419-24771393	AT1G66400	CML23	OG0000476
gene-AT1G66410	Athal_NC_003070.9:24774113-24775944	AT1G66410	CAM4	OG0000273
gene-AT1G66420	Athal_NC_003070.9:24777184-24778032	AT1G66420	AT1G66420	OG0000555
gene-AT1G66430	Athal_NC_003070.9:24778257-24780742	AT1G66430	AT1G66430	OG0008213
gene-AT1G66440	Athal_NC_003070.9:24782042-24784397	AT1G66440	AT1G66440	OG0001327
gene-AT1G66450	Athal_NC_003070.9:24786028-24788370	AT1G66450	AT1G66450	OG0001327
gene-AT1G66465	Athal_NC_003070.9:24788868-24790516	AT1G66465	AT1G66465	OG0020882
gene-AT1G66460	Athal_NC_003070.9:24789735-24792163	AT1G66460	AT1G66460	OG0004424
gene-AT1G66470	Athal_NC_003070.9:24795214-24797015	AT1G66470	RHD6	OG0004425
gene-AT1G66480	Athal_NC_003070.9:24805418-24807557	AT1G66480	AT1G66480	OG0000952
gene-AT1G66490	Athal_NC_003070.9:24809421-24810549	AT1G66490	AT1G66490	OG0021000
gene-AT1G66500	Athal_NC_003070.9:24811080-24812661	AT1G66500	AT1G66500	OG0013674
gene-AT1G66510	Athal_NC_003070.9:24812793-24816620	AT1G66510	AT1G66510	OG0011799
gene-AT1G66520	Athal_NC_003070.9:24816128-24818744	AT1G66520	pde194	OG0009276
gene-AT1G66530	Athal_NC_003070.9:24818911-24822410	AT1G66530	AT1G66530	OG0002541
gene-AT1G66540	Athal_NC_003070.9:24824356-24826683	AT1G66540	AT1G66540	OG0000047
gene-AT1G66550	Athal_NC_003070.9:24828502-24829660	AT1G66550	WRKY67	OG0002398
gene-AT1G66560	Athal_NC_003070.9:24833518-24834801	AT1G66560	WRKY64	OG0002398
gene-AT1G66570	Athal_NC_003070.9:24835244-24837441	AT1G66570	SUC7	OG0001063
gene-AT1G66580	Athal_NC_003070.9:24839090-24840806	AT1G66580	SAG24	OG0001802
gene-AT1G66590	Athal_NC_003070.9:24840899-24842609	AT1G66590	COX19-1	OG0006223
gene-AT1G66600	Athal_NC_003070.9:24848320-24849543	AT1G66600	ABO3	OG0002398
gene-AT1G66610	Athal_NC_003070.9:24849716-24851450	AT1G66610	AT1G66610	OG0000213
gene-AT1G66620	Athal_NC_003070.9:24852509-24854153	AT1G66620	AT1G66620	OG0000213
gene-AT1G66630	Athal_NC_003070.9:24855286-24856714	AT1G66630	AT1G66630	OG0000213
gene-AT1G66640	Athal_NC_003070.9:24857438-24859011	AT1G66640	AT1G66640	OG0000033
gene-AT1G66650	Athal_NC_003070.9:24859917-24861821	AT1G66650	AT1G66650	OG0000213
gene-AT1G66660	Athal_NC_003070.9:24861876-24863426	AT1G66660	AT1G66660	OG0000213
gene-AT1G66670	Athal_NC_003070.9:24863734-24865848	AT1G66670	CLPP3	OG0011118
gene-AT1G66680	Athal_NC_003070.9:24866095-24869087	AT1G66680	AR401	OG0008714
gene-AT1G66690	Athal_NC_003070.9:24869340-24870865	AT1G66690	AT1G66690	OG0012376
gene-AT1G66700	Athal_NC_003070.9:24873206-24874758	AT1G66700	PXMT1	OG0012376
gene-AT1G66720	Athal_NC_003070.9:24881180-24882480	AT1G66720	AT1G66720	OG0012376
gene-AT1G66730	Athal_NC_003070.9:24884681-24892046	AT1G66730	LIG6	OG0011074
gene-AT1G66740	Athal_NC_003070.9:24892340-24893876	AT1G66740	SGA2	OG0006264
gene-AT1G66750	Athal_NC_003070.9:24894523-24897259	AT1G66750	CAK4	OG0019055
gene-AT1G66760	Athal_NC_003070.9:24901882-24904443	AT1G66760	AT1G66760	OG0000408
gene-AT1G66770	Athal_NC_003070.9:24906451-24907236	AT1G66770	SWEET6	OG0000450
gene-AT1G66780	Athal_NC_003070.9:24909178-24911740	AT1G66780	AT1G66780	OG0014718
gene-AT1G66800	Athal_NC_003070.9:24924774-24926412	AT1G66800	AT1G66800	OG0024902
gene-AT1G66810	Athal_NC_003070.9:24927246-24929054	AT1G66810	AT1G66810	OG0002372
gene-AT1G66820	Athal_NC_003070.9:24929887-24930627	AT1G66820	AT1G66820	OG0018500
gene-AT1G66830	Athal_NC_003070.9:24929898-24932937	AT1G66830	AT1G66830	OG0021021
gene-AT1G66840	Athal_NC_003070.9:24933777-24936512	AT1G66840	PMI2	OG0003471
gene-AT1G66850	Athal_NC_003070.9:24936876-24937434	AT1G66850	AT1G66850	OG0018501
gene-AT1G66852	Athal_NC_003070.9:24938500-24938832	AT1G66852	AT1G66852	OG0019408
gene-AT1G66855	Athal_NC_003070.9:24939550-24940013	AT1G66855	AT1G66855	OG0019408
gene-AT1G66860	Athal_NC_003070.9:24942188-24944514	AT1G66860	AT1G66860	OG0002552
gene-AT1G66870	Athal_NC_003070.9:24945484-24946968	AT1G66870	AT1G66870	OG0019408
gene-AT1G66880	Athal_NC_003070.9:24946928-24955694	AT1G66880	AT1G66880	OG0000190
gene-AT1G66890	Athal_NC_003070.9:24957362-24958293	AT1G66890	AT1G66890	OG0002086
gene-AT1G66900	Athal_NC_003070.9:24959250-24961616	AT1G66900	AT1G66900	OG0004062
gene-AT1G66910	Athal_NC_003070.9:24961634-24963946	AT1G66910	AT1G66910	OG0000010
gene-AT1G66920	Athal_NC_003070.9:24965134-24967586	AT1G66920	AT1G66920	OG0000010
gene-AT1G66930	Athal_NC_003070.9:24969937-24973069	AT1G66930	AT1G66930	OG0000010
gene-AT1G66940	Athal_NC_003070.9:24973028-24974946	AT1G66940	AT1G66940	OG0000010
gene-AT1G66950	Athal_NC_003070.9:24978121-24984619	AT1G66950	ABCG39	OG0001256
gene-AT1G66960	Athal_NC_003070.9:24984915-24992043	AT1G66960	LUP5	OG0000308
gene-AT1G66970	Athal_NC_003070.9:24992386-24996359	AT1G66970	SVL2	OG0001529
gene-AT1G66980	Athal_NC_003070.9:24997223-25002239	AT1G66980	SNC4	OG0001529
gene-AT1G67000	Athal_NC_003070.9:25003818-25007647	AT1G67000	AT1G67000	OG0000010
gene-AT1G67020	Athal_NC_003070.9:25010710-25012987	AT1G67020	AT1G67020	OG0016977
gene-AT1G67025	Athal_NC_003070.9:25013026-25014725	AT1G67025	AT1G67025	OG0000358
gene-AT1G67030	Athal_NC_003070.9:25016402-25017512	AT1G67030	ZFP6	OG0002732
gene-AT1G67035	Athal_NC_003070.9:25018077-25019057	AT1G67035	AT1G67035	OG0004928
gene-AT1G67040	Athal_NC_003070.9:25019105-25022704	AT1G67040	TRM22	OG0006002
gene-AT1G67050	Athal_NC_003070.9:25028538-25029857	AT1G67050	AT1G67050	OG0000640
gene-AT1G67060	Athal_NC_003070.9:25036503-25039439	AT1G67060	AT1G67060	OG0006003
gene-AT1G67070	Athal_NC_003070.9:25041844-25044659	AT1G67070	DIN9	OG0004063
gene-AT1G67080	Athal_NC_003070.9:25045151-25047103	AT1G67080	ABA4	OG0007330
gene-AT1G67090	Athal_NC_003070.9:25048158-25049667	AT1G67090	RBCS1A	OG0000996
gene-AT1G67100	Athal_NC_003070.9:25053673-25054864	AT1G67100	LBD40	OG0001257
gene-AT1G67110	Athal_NC_003070.9:25061673-25065446	AT1G67110	CYP735A2	OG0003227
gene-AT1G67120	Athal_NC_003070.9:25069428-25095638	AT1G67120	AT1G67120	OG0010546
gene-AT1G67130	Athal_NC_003070.9:25099262-25100625	AT1G67130	AT1G67130	OG0000023
gene-AT1G67140	Athal_NC_003070.9:25100848-25117531	AT1G67140	SWEETIE	OG0010547
gene-AT1G67150	Athal_NC_003070.9:25122404-25125025	AT1G67150	AT1G67150	OG0000401
gene-AT1G67160	Athal_NC_003070.9:25124819-25127098	AT1G67160	AT1G67160	OG0000084
gene-AT1G67170	Athal_NC_003070.9:25127173-25129457	AT1G67170	AT1G67170	OG0014241
gene-AT1G67180	Athal_NC_003070.9:25129658-25132283	AT1G67180	AT1G67180	OG0010534
gene-AT1G67190	Athal_NC_003070.9:25132498-25134470	AT1G67190	AT1G67190	OG0006604
gene-AT1G67210	Athal_NC_003070.9:25140815-25144049	AT1G67210	AT1G67210	OG0004471
gene-AT1G67220	Athal_NC_003070.9:25145587-25150558	AT1G67220	HAC2	OG0003755
gene-AT1G67230	Athal_NC_003070.9:25151211-25156389	AT1G67230	LINC1	OG0001344
gene-AT1G67235	Athal_NC_003070.9:25162507-25163104	AT1G67235	AT1G67235	OG0008753
gene-AT1G67250	Athal_NC_003070.9:25163599-25165056	AT1G67250	AT1G67250	OG0004472
gene-AT1G67260	Athal_NC_003070.9:25167418-25169707	AT1G67260	TCP1	OG0003223
gene-AT1G67265	Athal_NC_003070.9:25175558-25176230	AT1G67265	RTFL21	OG0000156
gene-AT1G67270	Athal_NC_003070.9:25183019-25185939	AT1G67270	AT1G67270	OG0001794
gene-AT1G67280	Athal_NC_003070.9:25188238-25190694	AT1G67280	AT1G67280	OG0008239
gene-AT1G67290	Athal_NC_003070.9:25190921-25193240	AT1G67290	GLOX1	OG0004473
gene-AT1G67300	Athal_NC_003070.9:25193704-25197158	AT1G67300	AT1G67300	OG0004474
gene-AT1G67310	Athal_NC_003070.9:25198182-25203126	AT1G67310	AT1G67310	OG0006605
gene-AT1G67320	Athal_NC_003070.9:25205279-25209101	AT1G67320	EMB2813	OG0011829
gene-AT1G67325	Athal_NC_003070.9:25209394-25213253	AT1G67325	AT1G67325	OG0004059
gene-AT1G67330	Athal_NC_003070.9:25213852-25215174	AT1G67330	AT1G67330	OG0002695
gene-AT1G67340	Athal_NC_003070.9:25230239-25231943	AT1G67340	AT1G67340	OG0001795
gene-AT1G67350	Athal_NC_003070.9:25235271-25236878	AT1G67350	AT1G67350	OG0009307
gene-AT1G67360	Athal_NC_003070.9:25236781-25238216	AT1G67360	AT1G67360	OG0010535
gene-AT1G67370	Athal_NC_003070.9:25239117-25243837	AT1G67370	ASY1	OG0005343
gene-AT1G67390	Athal_NC_003070.9:25244690-25247343	AT1G67390	AT1G67390	OG0001653
gene-AT1G67400	Athal_NC_003070.9:25247918-25251191	AT1G67400	AT1G67400	OG0010536
gene-AT1G67410	Athal_NC_003070.9:25251166-25253682	AT1G67410	AT1G67410	OG0009308
gene-AT1G67420	Athal_NC_003070.9:25255164-25260590	AT1G67420	AT1G67420	OG0010537
gene-AT1G67430	Athal_NC_003070.9:25262134-25263857	AT1G67430	AT1G67430	OG0001654
gene-AT1G67440	Athal_NC_003070.9:25263757-25265861	AT1G67440	emb1688	OG0009309
gene-AT1G67450	Athal_NC_003070.9:25266163-25267359	AT1G67450	AT1G67450	OG0013630
gene-AT1G67455	Athal_NC_003070.9:25267925-25269370	AT1G67455	AT1G67455	OG0021207
gene-AT1G67460	Athal_NC_003070.9:25269428-25271904	AT1G67460	AT1G67460	OG0021015
gene-AT1G67470	Athal_NC_003070.9:25272122-25273860	AT1G67470	AT1G67470	OG0002009
gene-AT1G67480	Athal_NC_003070.9:25276183-25278718	AT1G67480	AT1G67480	OG0005424
gene-AT1G67490	Athal_NC_003070.9:25280410-25286749	AT1G67490	GCS1	OG0005996
gene-AT1G67500	Athal_NC_003070.9:25287356-25296988	AT1G67500	REV3	OG0011830
gene-AT1G67510	Athal_NC_003070.9:25297306-25300353	AT1G67510	AT1G67510	OG0007323
gene-AT1G67520	Athal_NC_003070.9:25302628-25306357	AT1G67520	AT1G67520	OG0009310
gene-AT1G67530	Athal_NC_003070.9:25307617-25311308	AT1G67530	AT1G67530	OG0003701
gene-AT1G67540	Athal_NC_003070.9:25311242-25312482	AT1G67540	AT1G67540	OG0013686
gene-AT1G67550	Athal_NC_003070.9:25312660-25317495	AT1G67550	URE	OG0011831
gene-AT1G67560	Athal_NC_003070.9:25319804-25324581	AT1G67560	LOX6	OG0011832
gene-AT1G67570	Athal_NC_003070.9:25325138-25327286	AT1G67570	AT1G67570	OG0005425
gene-AT1G67580	Athal_NC_003070.9:25327282-25331461	AT1G67580	AT1G67580	OG0001655
gene-AT1G67590	Athal_NC_003070.9:25333058-25335025	AT1G67590	AT1G67590	OG0009311
gene-AT1G67600	Athal_NC_003070.9:25336235-25337747	AT1G67600	AT1G67600	OG0004475
gene-AT1G67620	Athal_NC_003070.9:25340353-25342082	AT1G67620	AT1G67620	OG0009312
gene-AT1G67623	Athal_NC_003070.9:25342101-25343243	AT1G67623	AT1G67623	OG0002959
gene-AT1G67630	Athal_NC_003070.9:25344440-25348406	AT1G67630	POLA2	OG0010538
gene-AT1G67635	Athal_NC_003070.9:25349342-25350384	AT1G67635	AT1G67635	OG0024142
gene-AT1G67640	Athal_NC_003070.9:25351906-25354026	AT1G67640	AT1G67640	OG0000155
gene-AT1G67650	Athal_NC_003070.9:25359612-25362444	AT1G67650	AT1G67650	OG0009313
gene-AT1G67660	Athal_NC_003070.9:25363502-25365314	AT1G67660	AT1G67660	OG0010539
gene-AT1G67670	Athal_NC_003070.9:25365370-25365740	AT1G67670	AT1G67670	OG0013687
gene-AT1G67680	Athal_NC_003070.9:25365756-25368834	AT1G67680	AT1G67680	OG0009313
gene-AT1G67690	Athal_NC_003070.9:25368874-25373977	AT1G67690	AT1G67690	OG0013004
gene-AT1G67700	Athal_NC_003070.9:25374072-25376050	AT1G67700	AT1G67700	OG0011833
gene-AT1G67710	Athal_NC_003070.9:25376679-25379217	AT1G67710	ARR11	OG0008240
gene-AT1G67720	Athal_NC_003070.9:25386131-25391258	AT1G67720	AT1G67720	OG0010540
gene-AT1G67730	Athal_NC_003070.9:25391338-25393889	AT1G67730	KCR1	OG0005426
gene-AT1G67740	Athal_NC_003070.9:25394031-25395249	AT1G67740	PSBY	OG0005998
gene-AT1G67750	Athal_NC_003070.9:25401514-25403595	AT1G67750	AT1G67750	OG0000955
gene-AT1G67760	Athal_NC_003070.9:25405316-25406418	AT1G67760	AT1G67760	OG0004476
gene-AT1G67770	Athal_NC_003070.9:25407864-25410165	AT1G67770	TEL2	OG0004060
gene-AT1G67775	Athal_NC_003070.9:25411312-25411696	AT1G67775	CLE8	OG0024903
gene-AT1G67780	Athal_NC_003070.9:25412666-25415797	AT1G67780	AT1G67780	OG0001794
gene-AT1G67785	Athal_NC_003070.9:25415771-25417222	AT1G67785	AT1G67785	OG0011834
gene-AT1G67790	Athal_NC_003070.9:25417542-25420099	AT1G67790	AT1G67790	OG0009314
gene-AT1G67800	Athal_NC_003070.9:25420684-25423731	AT1G67800	AT1G67800	OG0000518
gene-AT1G67810	Athal_NC_003070.9:25426234-25427461	AT1G67810	SUFE2	OG0011835
gene-AT1G67820	Athal_NC_003070.9:25429750-25431564	AT1G67820	AT1G67820	OG0013688
gene-AT1G67830	Athal_NC_003070.9:25431549-25433091	AT1G67830	FXG1	OG0002960
gene-AT1G67840	Athal_NC_003070.9:25434027-25437096	AT1G67840	CSK	OG0011836
gene-AT1G67850	Athal_NC_003070.9:25437914-25442221	AT1G67850	AT1G67850	OG0000621
gene-AT1G67856	Athal_NC_003070.9:25442404-25443019	AT1G67856	AT1G67856	OG0006607
gene-AT1G67860	Athal_NC_003070.9:25444752-25445357	AT1G67860	AT1G67860	OG0024144
gene-AT1G67865	Athal_NC_003070.9:25446177-25447622	AT1G67865	AT1G67865	OG0021360
gene-AT1G67870	Athal_NC_003070.9:25449222-25451051	AT1G67870	AT1G67870	OG0016184
gene-AT1G67880	Athal_NC_003070.9:25453823-25455823	AT1G67880	AT1G67880	OG0000895
gene-AT1G67890	Athal_NC_003070.9:25457047-25462847	AT1G67890	AT1G67890	OG0002004
gene-AT1G67900	Athal_NC_003070.9:25464376-25470189	AT1G67900	AT1G67900	OG0002632
gene-AT1G67910	Athal_NC_003070.9:25471288-25472577	AT1G67910	AT1G67910	OG0001380
gene-AT1G67920	Athal_NC_003070.9:25473544-25474140	AT1G67920	AT1G67920	OG0008924
gene-AT1G67930	Athal_NC_003070.9:25474140-25477545	AT1G67930	AT1G67930	OG0007892
gene-AT1G67940	Athal_NC_003070.9:25477670-25478803	AT1G67940	ABCI17	OG0007053
gene-AT1G67950	Athal_NC_003070.9:25478713-25480580	AT1G67950	AT1G67950	OG0013950
gene-AT1G67960	Athal_NC_003070.9:25480652-25484396	AT1G67960	POD1	OG0010113
gene-AT1G67970	Athal_NC_003070.9:25484449-25486512	AT1G67970	HSFA8	OG0011379
gene-AT1G67980	Athal_NC_003070.9:25487682-25489312	AT1G67980	CCOAMT	OG0003858
gene-AT1G67990	Athal_NC_003070.9:25489455-25490867	AT1G67990	TSM1	OG0003858
gene-AT1G68000	Athal_NC_003070.9:25490911-25493077	AT1G68000	PIS1	OG0004200
gene-AT1G68010	Athal_NC_003070.9:25493193-25496053	AT1G68010	HPR	OG0011380
gene-AT1G68020	Athal_NC_003070.9:25496928-25500374	AT1G68020	ATTPS6	OG0002149
gene-AT1G68030	Athal_NC_003070.9:25500378-25501803	AT1G68030	AT1G68030	OG0005479
gene-AT1G68040	Athal_NC_003070.9:25502864-25505263	AT1G68040	AT1G68040	OG0000719
gene-AT1G68050	Athal_NC_003070.9:25508639-25510907	AT1G68050	FKF1	OG0010114
gene-AT1G68060	Athal_NC_003070.9:25510887-25514601	AT1G68060	MAP70-1	OG0001648
gene-AT1G68070	Athal_NC_003070.9:25515232-25517061	AT1G68070	AT1G68070	OG0006593
gene-AT1G68080	Athal_NC_003070.9:25517411-25519653	AT1G68080	AT1G68080	OG0011381
gene-AT1G68090	Athal_NC_003070.9:25519305-25520895	AT1G68090	ANN5	OG0002124
gene-AT1G68100	Athal_NC_003070.9:25521100-25524250	AT1G68100	IAR1	OG0013383
gene-AT1G68110	Athal_NC_003070.9:25524718-25526150	AT1G68110	AT1G68110	OG0005192
gene-AT1G68120	Athal_NC_003070.9:25526296-25527105	AT1G68120	BPC3	OG0001126
gene-AT1G68130	Athal_NC_003070.9:25532008-25534678	AT1G68130	IDD14	OG0001528
gene-AT1G68140	Athal_NC_003070.9:25538924-25541823	AT1G68140	AT1G68140	OG0010115
gene-AT1G68150	Athal_NC_003070.9:25543949-25545791	AT1G68150	WRKY9	OG0001553
gene-AT1G68160	Athal_NC_003070.9:25545758-25548894	AT1G68160	AT1G68160	OG0001776
gene-AT1G68170	Athal_NC_003070.9:25551490-25554471	AT1G68170	UMAMIT23	OG0001159
gene-AT1G68180	Athal_NC_003070.9:25554721-25556097	AT1G68180	AT1G68180	OG0013893
gene-AT1G68185	Athal_NC_003070.9:25556383-25558533	AT1G68185	AT1G68185	OG0010112
gene-AT1G68190	Athal_NC_003070.9:25558794-25561248	AT1G68190	BBX27	OG0013892
gene-AT1G68200	Athal_NC_003070.9:25561638-25564264	AT1G68200	AT1G68200	OG0002372
gene-AT1G68210	Athal_NC_003070.9:25565983-25569302	AT1G68210	APRR6	OG0019338
gene-AT1G68220	Athal_NC_003070.9:25570092-25571733	AT1G68220	AT1G68220	OG0007052
gene-AT1G68230	Athal_NC_003070.9:25572119-25573447	AT1G68230	AT1G68230	OG0002635
gene-AT1G68238	Athal_NC_003070.9:25574381-25574835	AT1G68238	AT1G68238	OG0019337
gene-AT1G68240	Athal_NC_003070.9:25574864-25576129	AT1G68240	AT1G68240	OG0019336
gene-AT1G68250	Athal_NC_003070.9:25579373-25580199	AT1G68250	AT1G68250	OG0019457
gene-AT1G68260	Athal_NC_003070.9:25585774-25587717	AT1G68260	AT1G68260	OG0005407
gene-AT1G68270	Athal_NC_003070.9:25588191-25590254	AT1G68270	AT1G68270	OG0001042
gene-AT1G68280	Athal_NC_003070.9:25592286-25593640	AT1G68280	AT1G68280	OG0005407
gene-AT1G68290	Athal_NC_003070.9:25596671-25598438	AT1G68290	ENDO2	OG0007730
gene-AT1G68300	Athal_NC_003070.9:25598331-25599350	AT1G68300	AT1G68300	OG0003619
gene-AT1G68310	Athal_NC_003070.9:25599465-25601467	AT1G68310	AE7	OG0002112
gene-AT1G68320	Athal_NC_003070.9:25603676-25605181	AT1G68320	MYB62	OG0004265
gene-AT1G68325	Athal_NC_003070.9:25608432-25609405	AT1G68325	AT1G68325	NA
gene-AT1G68330	Athal_NC_003070.9:25610723-25612469	AT1G68330	AT1G68330	OG0000640
gene-AT1G68340	Athal_NC_003070.9:25613926-25615403	AT1G68340	AT1G68340	OG0000892
gene-AT1G68350	Athal_NC_003070.9:25616405-25617265	AT1G68350	AT1G68350	OG0011378
gene-AT1G68360	Athal_NC_003070.9:25621533-25622593	AT1G68360	AT1G68360	OG0002732
gene-AT1G68370	Athal_NC_003070.9:25631689-25634780	AT1G68370	ARG1	OG0007051
gene-AT1G68380	Athal_NC_003070.9:25635838-25637462	AT1G68380	AT1G68380	OG0001982
gene-AT1G68390	Athal_NC_003070.9:25642534-25645607	AT1G68390	AT1G68390	OG0001982
gene-AT1G68400	Athal_NC_003070.9:25646039-25649254	AT1G68400	AT1G68400	OG0008923
gene-AT1G68410	Athal_NC_003070.9:25649624-25653019	AT1G68410	AT1G68410	OG0002035
gene-AT1G68420	Athal_NC_003070.9:25653893-25654156	AT1G68420	AT1G68420	NA
gene-AT1G68430	Athal_NC_003070.9:25654630-25655574	AT1G68430	AT1G68430	OG0002086
gene-AT1G68440	Athal_NC_003070.9:25657757-25659484	AT1G68440	AT1G68440	OG0004726
gene-AT1G68450	Athal_NC_003070.9:25661487-25662276	AT1G68450	PDE337	OG0007050
gene-AT1G68460	Athal_NC_003070.9:25668610-25670345	AT1G68460	IPT1	OG0001035
gene-AT1G68470	Athal_NC_003070.9:25676361-25678468	AT1G68470	AT1G68470	OG0010111
gene-AT1G68480	Athal_NC_003070.9:25684314-25686195	AT1G68480	JAG	OG0005612
gene-AT1G68490	Athal_NC_003070.9:25693449-25696250	AT1G68490	AT1G68490	OG0000656
gene-AT1G68500	Athal_NC_003070.9:25701770-25702778	AT1G68500	AT1G68500	OG0009996
gene-AT1G68510	Athal_NC_003070.9:25706882-25708503	AT1G68510	LBD42	OG0001257
gene-AT1G68520	Athal_NC_003070.9:25708175-25710989	AT1G68520	BBX14	OG0002459
gene-AT1G68530	Athal_NC_003070.9:25712414-25715024	AT1G68530	KCS6	OG0003764
gene-AT1G68540	Athal_NC_003070.9:25719958-25721549	AT1G68540	TKPR2	OG0005450
gene-AT1G68550	Athal_NC_003070.9:25725455-25727701	AT1G68550	CRF10	OG0004596
gene-AT1G68560	Athal_NC_003070.9:25734060-25738134	AT1G68560	XYL1	OG0006366
gene-AT1G68570	Athal_NC_003070.9:25746697-25750291	AT1G68570	AT1G68570	OG0007049
gene-AT1G68580	Athal_NC_003070.9:25752624-25756076	AT1G68580	AT1G68580	OG0008922
gene-AT1G68585	Athal_NC_003070.9:25756600-25757563	AT1G68585	AT1G68585	OG0007891
gene-AT1G68590	Athal_NC_003070.9:25757404-25758411	AT1G68590	PSRP3/1	OG0005578
gene-AT1G68600	Athal_NC_003070.9:25759736-25762982	AT1G68600	AT1G68600	OG0000928
gene-AT1G68610	Athal_NC_003070.9:25763459-25764207	AT1G68610	PCR11	OG0000538
gene-AT1G68620	Athal_NC_003070.9:25765718-25767240	AT1G68620	AT1G68620	OG0001946
gene-AT1G68630	Athal_NC_003070.9:25768539-25770260	AT1G68630	AT1G68630	OG0019203
gene-AT1G68640	Athal_NC_003070.9:25769576-25772650	AT1G68640	PAN	OG0000676
gene-AT1G68650	Athal_NC_003070.9:25775731-25777910	AT1G68650	AT1G68650	OG0005741
gene-AT1G68660	Athal_NC_003070.9:25777851-25779249	AT1G68660	AT1G68660	OG0007048
gene-AT1G68670	Athal_NC_003070.9:25781801-25784118	AT1G68670	AT1G68670	OG0001693
gene-AT1G68680	Athal_NC_003070.9:25785506-25787342	AT1G68680	AT1G68680	OG0011377
gene-AT1G68690	Athal_NC_003070.9:25788305-25792324	AT1G68690	PERK9	OG0001379
gene-AT1G68700	Athal_NC_003070.9:25792593-25793123	AT1G68700	AT1G68700	OG0008436
gene-AT1G68710	Athal_NC_003070.9:25793207-25799061	AT1G68710	AT1G68710	OG0000644
gene-AT1G68720	Athal_NC_003070.9:25804392-25809031	AT1G68720	TADA	OG0005772
gene-AT1G68725	Athal_NC_003070.9:25809298-25810130	AT1G68725	AGP19	OG0019335
gene-AT1G68730	Athal_NC_003070.9:25810321-25811180	AT1G68730	AT1G68730	OG0008921
gene-AT1G68740	Athal_NC_003070.9:25812449-25816983	AT1G68740	PHO1;H1	OG0007047
gene-AT1G68750	Athal_NC_003070.9:25822716-25828147	AT1G68750	PPC4	OG0006331
gene-AT1G68760	Athal_NC_003070.9:25828890-25829813	AT1G68760	NUDX1	OG0010110
